record_id,customer_id,age,gender,region,employment_status,annual_income,credit_score,loan_type,loan_amount,annual_interest_rate,loan_term_months,loan_status,open_date,last_payment_date,last_payment_amount,balance_remaining,currency,debt_to_income_ratio,risk_band
1233,CUST101233,36,Male,East,Employed,250344,816,Personal,44290,16.6,360,Active,2023-10-27,2025-08-19,590.46,12202.5,USD,0.0296,Low
1234,CUST101234,34,Female,North,Retired,334950,660,Credit Card,15902,18.98,360,Active,2017-05-14,2025-08-19,240.18,0.0,USD,0.009,Medium
1235,CUST101235,22,Male,South,Unemployed,333942,744,Student,144926,5.41,120,Active,2021-04-29,2022-12-23,1689.9,819.71,USD,0.0563,Medium
1236,CUST101236,46,Other,North,Self-employed,72287,600,Credit Card,3750,15.06,180,Active,2023-05-11,2025-08-19,53.85,0.0,USD,0.0087,High
1237,CUST101237,76,Male,West,Employed,274138,677,Auto,29798,4.23,120,Active,2023-06-05,2024-06-03,286.44,16074.88,USD,0.0133,Medium
1238,CUST101238,25,Female,North,Self-employed,112014,627,Student,71722,5.25,360,Active,2017-09-04,2017-11-30,334.38,38849.72,USD,0.0424,High
1239,CUST101239,42,Male,West,Unemployed,156667,726,Auto,35598,5.59,12,Default,2023-05-27,2023-12-22,2379.03,11141.29,USD,0.2342,Medium
1240,CUST101240,36,Female,West,Employed,179767,700,Credit Card,40270,19.54,180,Active,2015-10-09,2020-12-24,491.3,0.0,USD,0.0463,Medium
1241,CUST101241,57,Other,West,Retired,203165,609,Student,135242,5.29,36,Active,2020-02-04,2021-11-14,3921.04,25326.17,USD,0.2405,High
1242,CUST101242,65,Female,West,Self-employed,160513,687,Auto,57014,4.99,12,Active,2020-04-30,2020-05-28,4196.05,52133.44,USD,0.3649,Medium
1243,CUST101243,56,Male,North,Unemployed,320262,727,Credit Card,19732,13.52,180,Active,2025-05-02,2025-08-19,183.83,0.0,USD,0.0096,Medium
1244,CUST101244,60,Other,Central,Student,141944,687,Auto,63556,3.6,120,Active,2023-02-01,2025-02-06,452.82,2304.32,USD,0.0534,Medium
1245,CUST101245,34,Other,Central,Employed,309000,679,Mortgage,567738,5.29,12,Closed,2016-02-16,2016-04-29,44480.74,373025.59,USD,1.8904,Medium
1246,CUST101246,63,Male,North,Employed,112683,681,Mortgage,1591554,4.3,36,Active,2025-05-23,2025-08-19,40917.4,317107.8,USD,5.0267,Medium
1247,CUST101247,75,Male,North,Retired,77532,704,Credit Card,4833,17.06,120,Active,2024-01-19,2025-03-22,87.1,3401.94,USD,0.013,Medium
1248,CUST101248,29,Other,Central,Student,251863,727,Personal,35129,9.93,240,Active,2022-10-16,2025-08-19,363.79,716.77,USD,0.0161,Medium
1249,CUST101249,65,Male,Central,Student,87791,614,Mortgage,1380342,3.49,240,Active,2024-09-15,2025-08-19,5839.12,1084403.55,USD,1.0933,High
1250,CUST101250,22,Male,East,Self-employed,340724,667,Mortgage,690148,5.56,24,Active,2016-08-24,2017-11-08,28806.74,233380.99,USD,1.0725,Medium
1251,CUST101251,55,Other,Central,Retired,165586,716,Auto,77330,5.44,24,Closed,2023-11-20,2023-11-30,2463.2,19396.84,USD,0.247,Medium
1252,CUST101252,45,Female,North,Self-employed,21117,630,Auto,31141,4.89,60,Active,2021-09-27,2022-04-08,614.93,16488.47,USD,0.3331,High
1253,CUST101253,38,Male,East,Self-employed,297589,791,Mortgage,845072,4.94,36,Active,2020-04-28,2021-02-11,25479.98,592023.93,USD,1.0204,Low
1254,CUST101254,52,Other,West,Self-employed,259803,744,Credit Card,14553,23.47,240,Active,2023-03-10,2025-08-19,225.83,0.0,USD,0.0133,Medium
1255,CUST101255,23,Other,East,Employed,304337,733,Student,32460,5.24,120,Active,2024-05-08,2024-05-08,379.18,27934.58,USD,0.0137,Medium
1256,CUST101256,68,Male,South,Self-employed,339172,590,Credit Card,48912,24.62,180,Closed,2017-09-25,2025-08-19,968.36,0.0,USD,0.0364,High
1257,CUST101257,51,Female,East,Employed,232892,789,Student,29896,7.25,240,Active,2024-02-10,2025-08-19,243.43,0.0,USD,0.0122,Low
1258,CUST101258,77,Other,Central,Employed,159670,671,Auto,71222,5.12,240,Active,2016-12-12,2022-08-03,464.28,15674.16,USD,0.0357,Medium
1259,CUST101259,55,Other,South,Retired,176714,669,Mortgage,1601960,5.88,36,Delinquent,2023-07-04,2024-07-23,41226.75,385768.19,USD,3.3035,Medium
1260,CUST101260,42,Male,Central,Unemployed,321332,739,Student,58514,5.54,36,Active,2019-06-28,2020-02-11,1663.52,23155.22,USD,0.066,Medium
1261,CUST101261,18,Female,East,Self-employed,323736,654,Credit Card,28001,17.5,120,Active,2016-05-05,2021-04-02,460.69,0.0,USD,0.0184,Medium
1262,CUST101262,18,Other,Central,Student,180953,738,Credit Card,24064,20.91,120,Active,2020-03-09,2020-08-10,518.73,7275.87,USD,0.0318,Medium
1263,CUST101263,50,Female,North,Student,262243,705,Auto,62254,5.57,24,Active,2019-11-28,2019-12-12,2214.4,37530.2,USD,0.1257,Medium
1264,CUST101264,28,Other,Central,Student,25197,678,Mortgage,443988,4.39,360,Active,2016-01-29,2025-01-19,1811.98,0.0,USD,1.0576,Medium
1265,CUST101265,71,Other,South,Unemployed,300306,753,Mortgage,1715168,3.78,60,Active,2025-06-13,2025-08-19,26137.8,395635.85,USD,1.2554,Low
1266,CUST101266,53,Male,Central,Retired,268369,635,Mortgage,413266,6.24,360,Active,2024-06-23,2024-10-05,1827.34,0.0,USD,0.1137,High
1267,CUST101267,64,Female,West,Employed,330469,681,Personal,26388,9.51,120,Default,2024-03-29,2025-08-19,351.91,1792.89,USD,0.0124,Medium
1268,CUST101268,60,Female,West,Student,318572,733,Auto,64322,6.07,12,Active,2015-12-27,2016-01-16,5538.3,58783.97,USD,0.2086,Medium
1269,CUST101269,25,Male,South,Unemployed,174993,606,Mortgage,925008,4.69,180,Active,2020-05-15,2025-08-19,7362.76,0.0,USD,0.4914,High
1270,CUST101270,20,Female,South,Self-employed,81252,672,Credit Card,29586,23.34,36,Delinquent,2019-03-05,2021-04-29,887.4,0.0,USD,0.1699,Medium
1271,CUST101271,56,Male,East,Self-employed,132960,597,Personal,33696,9.69,240,Active,2019-01-16,2025-07-06,309.97,0.0,USD,0.0287,High
1272,CUST101272,56,Female,East,Self-employed,70535,705,Student,26452,8.85,120,Active,2019-05-17,2023-04-10,262.11,0.0,USD,0.0566,Medium
1273,CUST101273,75,Other,North,Employed,150619,668,Mortgage,1922260,3.24,360,Active,2018-04-18,2024-09-18,7965.25,0.0,USD,0.6657,Medium
1274,CUST101274,67,Female,Central,Retired,149174,727,Personal,37316,9.9,36,Active,2022-03-11,2022-09-01,1169.28,14471.71,USD,0.0967,Medium
1275,CUST101275,38,Male,West,Employed,283379,671,Mortgage,1040838,3.23,180,Active,2016-03-22,2025-08-19,6972.63,54861.4,USD,0.3093,Medium
1276,CUST101276,34,Female,West,Unemployed,161161,687,Auto,56743,5.7,120,Closed,2020-07-21,2025-08-19,616.93,0.0,USD,0.0463,Medium
1277,CUST101277,36,Male,West,Employed,206859,727,Credit Card,31111,14.59,120,Active,2025-02-20,2025-08-19,386.06,0.0,USD,0.0287,Medium
1278,CUST101278,52,Male,South,Self-employed,85437,705,Mortgage,1543639,3.7,36,Active,2020-06-05,2020-07-07,40367.84,1452901.68,USD,6.3722,Medium
1279,CUST101279,76,Other,North,Unemployed,111272,696,Mortgage,698193,5.9,240,Active,2017-09-13,2018-05-27,4095.45,301242.92,USD,0.5351,Medium
1280,CUST101280,44,Female,South,Unemployed,138712,690,Credit Card,4276,13.32,24,Active,2019-08-20,2020-08-05,181.77,1624.88,USD,0.0176,Medium
1281,CUST101281,49,Male,West,Student,218652,809,Student,22119,8.93,60,Active,2017-12-28,2020-03-18,345.92,0.0,USD,0.0252,Low
1282,CUST101282,42,Other,West,Unemployed,199020,588,Credit Card,2900,20.96,24,Active,2016-03-06,2017-01-04,137.29,367.66,USD,0.009,High
1283,CUST101283,52,Male,East,Self-employed,69912,745,Student,141856,5.45,120,Active,2017-07-19,2020-11-07,1314.73,14368.15,USD,0.2636,Medium
1284,CUST101284,51,Female,Central,Retired,260030,715,Credit Card,25309,22.71,360,Active,2019-04-28,2025-08-19,402.53,0.0,USD,0.0221,Medium
1285,CUST101285,65,Male,Central,Employed,113926,634,Credit Card,31327,21.5,24,Active,2024-10-31,2024-12-08,1474.36,24857.15,USD,0.1704,High
1286,CUST101286,73,Female,North,Student,27543,735,Personal,22543,15.73,120,Closed,2024-07-20,2025-08-19,325.31,0.0,USD,0.1629,Medium
1287,CUST101287,28,Other,West,Retired,74951,718,Credit Card,23394,21.78,24,Default,2024-05-01,2024-06-06,966.82,20971.81,USD,0.1939,Medium
1288,CUST101288,49,Other,North,Unemployed,196454,769,Mortgage,1647464,5.78,36,Active,2024-12-25,2025-04-17,44320.27,1347734.07,USD,3.0514,Low
1289,CUST101289,53,Female,West,Retired,128908,563,Mortgage,1417020,5.9,180,Closed,2023-12-27,2025-08-19,11885.28,0.0,USD,1.106,High
1290,CUST101290,47,Other,North,Unemployed,122319,636,Mortgage,355560,5.01,24,Active,2015-10-03,2016-02-16,11704.44,246356.47,USD,1.5305,High
1291,CUST101291,26,Other,East,Unemployed,83576,653,Credit Card,4871,20.97,180,Active,2024-11-26,2025-08-19,65.94,0.0,USD,0.0128,Medium
1292,CUST101292,36,Female,North,Self-employed,176938,645,Student,23265,8.53,360,Active,2017-12-11,2025-08-19,135.6,0.0,USD,0.0122,High
1293,CUST101293,40,Other,Central,Student,317979,659,Credit Card,4955,21.16,180,Active,2021-09-29,2025-08-19,67.21,0.0,USD,0.0034,Medium
1294,CUST101294,60,Male,North,Unemployed,222288,743,Student,53742,5.79,24,Delinquent,2016-10-09,2017-03-06,1897.73,25220.45,USD,0.1283,Medium
1295,CUST101295,60,Male,Central,Self-employed,267221,697,Auto,65289,6.49,240,Active,2020-03-26,2020-04-05,518.32,64802.61,USD,0.0218,Medium
1296,CUST101296,42,Female,East,Employed,236116,741,Personal,42589,16.7,180,Active,2021-08-23,2025-08-19,558.4,0.0,USD,0.0329,Medium
1297,CUST101297,79,Male,North,Self-employed,313714,705,Auto,11084,3.92,360,Closed,2020-05-06,2025-01-29,39.5,5528.88,USD,0.002,Medium
1298,CUST101298,73,Male,East,Unemployed,161866,689,Credit Card,16067,19.7,60,Active,2015-11-18,2018-03-10,393.41,839.01,USD,0.0314,Medium
1299,CUST101299,34,Other,Central,Employed,318669,632,Personal,41217,12.11,120,Active,2025-05-29,2025-08-19,442.36,17458.27,USD,0.0224,High
1300,CUST101300,67,Female,Central,Student,91190,740,Personal,13880,6.26,240,Closed,2024-09-04,2025-08-19,103.11,0.0,USD,0.0134,Medium
1301,CUST101301,71,Female,North,Self-employed,179942,812,Credit Card,5260,18.59,60,Active,2021-10-15,2023-01-11,129.96,1202.1,USD,0.009,Low
1302,CUST101302,64,Male,South,Student,168879,748,Personal,7179,8.79,12,Active,2022-06-04,2022-06-04,675.3,7179.0,USD,0.0446,Medium
1303,CUST101303,58,Female,North,Self-employed,305711,655,Personal,11935,17.64,120,Active,2016-05-25,2018-04-22,221.83,0.0,USD,0.0083,Medium
1304,CUST101304,20,Other,East,Student,262129,648,Personal,5344,6.24,360,Active,2023-05-16,2025-08-19,24.32,0.0,USD,0.0015,High
1305,CUST101305,67,Male,Central,Employed,51193,743,Personal,7474,17.46,36,Active,2017-04-03,2018-01-06,289.86,2914.89,USD,0.0629,Medium
1306,CUST101306,53,Female,South,Student,154091,788,Auto,34029,3.62,24,Active,2021-03-14,2021-05-26,1139.6,20781.38,USD,0.1146,Low
1307,CUST101307,62,Other,South,Self-employed,239789,611,Credit Card,4382,12.46,120,Active,2019-12-06,2022-05-07,47.37,91.34,USD,0.0032,High
1308,CUST101308,18,Male,Central,Student,255222,724,Auto,14606,3.11,180,Active,2024-05-18,2025-08-19,107.47,8507.55,USD,0.0048,Medium
1309,CUST101309,54,Female,South,Student,305056,708,Student,129727,7.02,12,Active,2016-04-23,2016-05-08,8951.18,118500.95,USD,0.4416,Medium
1310,CUST101310,79,Male,North,Student,133344,713,Mortgage,1472268,4.58,36,Active,2016-09-08,2016-10-30,40174.26,1209179.39,USD,3.946,Medium
1311,CUST101311,50,Female,North,Student,279844,658,Personal,21723,16.44,120,Active,2023-12-23,2024-08-08,406.68,2489.89,USD,0.0159,Medium
1312,CUST101312,69,Male,West,Employed,258439,666,Mortgage,403457,5.89,120,Active,2018-12-04,2025-08-19,4779.05,0.0,USD,0.2069,Medium
1313,CUST101313,23,Other,West,Employed,95534,679,Credit Card,18686,21.82,36,Active,2023-11-08,2023-11-26,575.66,17974.11,USD,0.0894,Medium
1314,CUST101314,71,Female,South,Student,343498,678,Personal,7184,8.7,36,Active,2020-11-29,2021-02-17,218.49,1270.36,USD,0.0079,Medium
1315,CUST101315,53,Male,South,Unemployed,200851,752,Credit Card,23987,13.46,12,Active,2017-02-10,2017-02-13,1997.28,21839.37,USD,0.1283,Low
1316,CUST101316,52,Other,North,Self-employed,245374,707,Personal,49005,13.28,240,Closed,2018-07-02,2024-09-25,508.71,0.0,USD,0.0286,Medium
1317,CUST101317,80,Other,West,Self-employed,132142,783,Personal,21444,11.47,12,Active,2021-05-15,2021-09-10,1663.09,544.43,USD,0.1725,Low
1318,CUST101318,80,Other,North,Retired,37054,697,Credit Card,9560,13.11,120,Active,2016-02-16,2016-05-29,133.11,8699.83,USD,0.0464,Medium
1319,CUST101319,70,Male,West,Retired,347851,652,Personal,16103,9.34,120,Delinquent,2021-05-10,2022-11-14,182.05,4720.15,USD,0.0071,Medium
1320,CUST101320,25,Male,Central,Retired,235072,667,Auto,11275,3.59,36,Active,2017-11-15,2019-10-18,355.81,1019.26,USD,0.0169,Medium
1321,CUST101321,75,Female,North,Self-employed,134192,708,Personal,49744,14.57,240,Active,2020-09-21,2024-01-19,475.94,10748.22,USD,0.0572,Medium
1322,CUST101322,54,Other,North,Employed,152184,758,Auto,40814,3.49,360,Active,2017-11-24,2025-08-19,189.03,0.0,USD,0.0144,Low
1323,CUST101323,54,Other,West,Retired,43451,674,Personal,20674,12.52,24,Active,2025-03-22,2025-08-19,872.59,4044.18,USD,0.2702,Medium
1324,CUST101324,21,Male,Central,Retired,290034,670,Student,36127,8.45,60,Active,2020-08-20,2020-09-13,673.22,32425.35,USD,0.0306,Medium
1325,CUST101325,56,Other,East,Unemployed,192871,700,Personal,10835,17.67,60,Active,2022-10-08,2023-11-24,283.89,6463.86,USD,0.017,Medium
1326,CUST101326,38,Male,East,Student,235543,628,Credit Card,40794,19.76,120,Active,2022-03-01,2025-08-19,632.81,0.0,USD,0.0398,High
1327,CUST101327,63,Male,North,Employed,308639,819,Credit Card,7003,20.95,36,Delinquent,2017-03-08,2017-11-25,231.68,3311.78,USD,0.0103,Low
1328,CUST101328,18,Male,West,Self-employed,37658,706,Mortgage,1142034,3.92,180,Active,2017-02-28,2019-09-17,8535.09,142222.57,USD,2.6773,Medium
1329,CUST101329,44,Female,South,Self-employed,200586,674,Mortgage,1718140,4.96,36,Active,2021-10-28,2022-02-14,47324.71,637409.72,USD,3.0788,Medium
1330,CUST101330,58,Male,East,Unemployed,315940,609,Auto,38713,3.19,240,Active,2020-03-20,2020-04-02,160.33,37402.59,USD,0.0083,High
1331,CUST101331,47,Male,North,Employed,112159,714,Mortgage,362339,3.1,120,Active,2021-08-10,2025-08-19,2477.08,42426.43,USD,0.3761,Medium
1332,CUST101332,38,Male,East,Unemployed,220191,675,Auto,67646,4.47,60,Delinquent,2025-03-12,2025-08-19,1075.11,17237.88,USD,0.0687,Medium
1333,CUST101333,23,Female,South,Employed,211863,699,Auto,50517,4.72,36,Active,2018-07-19,2019-01-14,1392.11,27901.54,USD,0.0854,Medium
1334,CUST101334,44,Other,South,Self-employed,186645,805,Auto,70142,5.34,36,Closed,2020-01-22,2020-01-25,1909.58,10979.6,USD,0.1358,Low
1335,CUST101335,63,Female,East,Student,100028,750,Mortgage,1403172,6.08,240,Closed,2025-03-13,2025-08-19,9148.91,0.0,USD,1.2138,Low
1336,CUST101336,68,Other,East,Student,264885,800,Credit Card,4938,20.31,180,Active,2015-10-22,2016-05-20,95.77,4147.27,USD,0.004,Low
1337,CUST101337,50,Other,West,Unemployed,96322,643,Personal,14728,9.69,120,Active,2023-10-12,2025-08-19,192.41,4546.06,USD,0.0239,High
1338,CUST101338,27,Male,East,Student,152528,743,Auto,56781,3.9,36,Closed,2015-10-31,2017-09-05,1634.34,14934.08,USD,0.1317,Medium
1339,CUST101339,59,Male,North,Employed,341104,699,Credit Card,6263,18.91,360,Active,2018-06-07,2018-07-04,95.83,6163.95,USD,0.0035,Medium
1340,CUST101340,61,Other,East,Retired,283554,814,Credit Card,34870,15.6,240,Closed,2021-08-28,2021-12-09,409.22,32496.52,USD,0.0201,Low
1341,CUST101341,19,Female,North,Employed,42933,660,Personal,21381,8.35,120,Closed,2016-07-23,2024-09-13,204.01,0.0,USD,0.0736,Medium
1342,CUST101342,25,Other,West,Employed,183030,655,Auto,75099,3.5,240,Default,2016-03-25,2016-07-06,333.31,69001.38,USD,0.0286,Medium
1343,CUST101343,30,Male,Central,Student,308756,789,Mortgage,268153,3.31,120,Delinquent,2016-01-01,2016-02-24,2060.09,0.0,USD,0.1021,Low
1344,CUST101344,25,Male,North,Student,71852,717,Credit Card,28193,12.59,24,Active,2025-07-23,2025-08-19,1406.53,1494.53,USD,0.2229,Medium
1345,CUST101345,40,Other,Central,Employed,285985,640,Personal,42689,11.6,180,Active,2025-05-13,2025-06-20,477.07,0.0,USD,0.021,High
1346,CUST101346,39,Male,East,Retired,106847,798,Student,141992,7.72,360,Active,2017-03-07,2025-08-19,1018.55,0.0,USD,0.1139,Low
1347,CUST101347,78,Female,North,Student,34412,711,Credit Card,31800,24.69,36,Closed,2017-02-03,2018-01-15,1181.45,16690.15,USD,0.4391,Medium
1348,CUST101348,58,Female,East,Student,277116,760,Student,93826,8.19,12,Closed,2020-08-27,2021-01-17,8540.26,44805.87,USD,0.3538,Low
1349,CUST101349,18,Male,East,Retired,27824,763,Personal,24061,11.59,12,Closed,2015-10-21,2015-12-01,1712.42,19794.64,USD,0.92,Low
1350,CUST101350,30,Male,South,Student,117634,688,Student,105250,6.76,360,Active,2018-07-20,2025-08-19,607.4,0.0,USD,0.0697,Medium
1351,CUST101351,61,Female,North,Student,344924,725,Personal,46677,14.98,36,Closed,2016-08-22,2016-10-17,1608.43,14324.67,USD,0.0563,Medium
1352,CUST101352,75,Female,South,Student,58115,654,Credit Card,17910,23.61,36,Active,2018-10-20,2019-10-14,698.46,8823.02,USD,0.1443,Medium
1353,CUST101353,32,Other,South,Unemployed,304074,773,Auto,13091,3.04,24,Active,2023-12-03,2024-10-05,576.27,5773.32,USD,0.0222,Low
1354,CUST101354,72,Male,North,Self-employed,72918,685,Student,100611,7.82,240,Active,2023-06-21,2025-08-19,818.0,39167.69,USD,0.1366,Medium
1355,CUST101355,77,Other,East,Self-employed,182454,705,Personal,2119,15.84,120,Active,2021-03-25,2022-09-07,35.55,248.89,USD,0.0023,Medium
1356,CUST101356,69,Other,West,Employed,187802,693,Personal,49788,15.18,24,Active,2017-03-04,2018-04-02,1766.68,8676.67,USD,0.1545,Medium
1357,CUST101357,69,Male,South,Self-employed,330522,669,Credit Card,7452,16.44,120,Active,2017-05-16,2020-12-15,91.13,1361.67,USD,0.0046,Medium
1358,CUST101358,28,Male,West,Employed,100482,670,Personal,19362,11.07,360,Active,2020-11-22,2021-04-21,156.35,6012.21,USD,0.0221,Medium
1359,CUST101359,31,Male,Central,Student,84226,626,Student,144344,8.97,60,Active,2021-01-12,2021-05-17,2355.29,18585.8,USD,0.4266,High
1360,CUST101360,32,Other,North,Self-employed,251892,677,Personal,33981,16.16,360,Active,2023-03-04,2025-08-19,332.14,0.0,USD,0.022,Medium
1361,CUST101361,67,Female,Central,Student,97332,749,Credit Card,20677,24.96,360,Active,2020-04-23,2025-08-19,324.67,0.0,USD,0.0531,Medium
1362,CUST101362,61,Male,South,Student,55440,826,Personal,14647,14.72,240,Active,2020-12-22,2025-08-19,143.4,0.0,USD,0.0411,Low
1363,CUST101363,51,Female,Central,Student,338442,798,Credit Card,35296,24.92,60,Active,2017-08-13,2017-11-09,862.47,32193.01,USD,0.0367,Low
1364,CUST101364,18,Female,North,Retired,336661,753,Credit Card,28401,21.65,180,Closed,2022-04-28,2025-08-19,576.79,0.0,USD,0.019,Low
1365,CUST101365,38,Male,East,Student,256051,613,Credit Card,31367,18.5,180,Active,2019-07-02,2020-05-22,451.67,0.0,USD,0.0242,High
1366,CUST101366,19,Male,Central,Unemployed,97155,767,Student,39141,6.28,60,Delinquent,2017-08-29,2017-11-27,586.92,36855.56,USD,0.0941,Low
1367,CUST101367,24,Male,North,Student,214506,730,Credit Card,8909,24.59,24,Active,2020-05-19,2020-06-02,479.23,6540.72,USD,0.0265,Medium
1368,CUST101368,41,Male,East,Unemployed,309662,677,Mortgage,886006,3.62,24,Active,2025-01-03,2025-08-19,26948.09,387780.16,USD,1.4852,Medium
1369,CUST101369,29,Male,South,Student,318130,646,Student,25298,4.3,12,Closed,2025-05-17,2025-05-31,1911.24,23140.41,USD,0.0814,High
1370,CUST101370,19,Male,North,Student,121721,674,Personal,45908,6.13,12,Active,2018-11-26,2019-03-07,3097.75,10323.07,USD,0.3898,Medium
1371,CUST101371,34,Female,West,Retired,137375,685,Student,118568,8.89,12,Active,2021-09-10,2021-11-21,7388.79,87479.3,USD,0.9052,Medium
1372,CUST101372,34,Male,South,Unemployed,342847,828,Credit Card,22302,13.41,60,Active,2023-12-01,2025-03-05,384.55,2840.98,USD,0.0179,Low
1373,CUST101373,49,Male,Central,Employed,103920,682,Mortgage,725926,6.41,240,Active,2016-04-21,2018-08-19,4687.01,553960.74,USD,0.6205,Medium
1374,CUST101374,39,Male,West,Self-employed,309912,723,Auto,74127,3.93,180,Closed,2015-11-25,2024-01-02,382.12,11370.14,USD,0.0211,Medium
1375,CUST101375,45,Female,North,Student,279607,724,Auto,16089,3.58,24,Active,2019-10-21,2020-08-22,732.42,0.0,USD,0.0299,Medium
1376,CUST101376,34,Other,Central,Employed,326593,680,Auto,32716,3.02,36,Closed,2018-05-20,2018-07-27,681.7,11778.4,USD,0.035,Medium
1377,CUST101377,75,Other,East,Unemployed,51131,657,Personal,48049,14.2,12,Active,2018-03-04,2018-07-30,3894.25,22136.78,USD,1.0136,Medium
1378,CUST101378,62,Male,Central,Self-employed,148766,662,Auto,61657,6.22,240,Active,2017-02-13,2017-03-10,411.36,61207.41,USD,0.0363,Medium
1379,CUST101379,52,Other,South,Employed,86230,728,Credit Card,4770,17.78,180,Closed,2024-01-24,2025-08-19,62.77,0.0,USD,0.0106,Medium
1380,CUST101380,56,Other,South,Employed,81815,689,Student,85999,6.94,120,Active,2017-06-07,2018-01-25,703.04,78032.09,USD,0.1461,Medium
1381,CUST101381,35,Other,North,Retired,126508,762,Mortgage,1328840,3.46,240,Active,2020-08-23,2021-04-14,5682.41,1182930.43,USD,0.7284,Low
1382,CUST101382,26,Female,East,Student,186986,722,Student,31970,8.49,36,Active,2023-07-03,2023-07-31,956.92,30960.93,USD,0.0648,Medium
1383,CUST101383,32,Male,North,Retired,330950,563,Credit Card,18601,16.1,36,Active,2018-09-02,2018-09-26,501.95,16636.38,USD,0.0237,High
